Target_ID,Target_name,CUI,Gene_name,Uni_ID
BE0000357,GDH/6PGL_endoplasmic_bifunctional_protein,C1415455,H6PD,O95479
BE0000358,Calcineurin_subunit_B_type_1,C1511479,PPP3R1,P63098
BE0000359,ALK_tyrosine_kinase_receptor,C0252409,ALK,Q9UM73
BE0000360,Alcohol_dehydrogenase_4,C0538164,ADH4,P08319
BE0000361,Monocarboxylate_transporter_3,C0539599,SLC16A8,O95907
BE0000363,"Tyrosine--tRNA_ligase,_mitochondrial",,YARS2,Q9Y2Z4
BE0000364,Coagulation_factor_IX,C0015491,F9,P00740
BE0000365,"Glutamate_receptor_ionotropic,_NMDA_1",,GRIN1,Q05586
BE0000366,DNA_gyrase_subunit_A,,gyrA,P43700
BE0000367,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_8,,NDUFA8,P51970
BE0000368,Prostaglandin_E2_receptor_EP2_subtype,,PTGER2,P43116
BE0000369,Vascular_endothelial_growth_factor_receptor_2,C0378796,KDR,P35968
BE0000370,Riboflavin_kinase,C0073225,RFK,Q969G6
BE0000371,Ornithine_decarboxylase_antizyme_1,C1417921,OAZ1,P54368
BE0000372,Glycine_N-methyltransferase,C0061604,GNMT,Q14749
BE0000373,Peroxisomal_carnitine_O-octanoyltransferase,,CROT,Q9UKG9
BE0000374,Amidophosphoribosyltransferase,C0002492,PPAT,Q06203
BE0000375,Sodium-_and_chloride-dependent_creatine_transporter_1,,SLC6A8,P48029
BE0000376,NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_6,,NDUFB6,O95139
BE0000377,"Hydroxyacyl-coenzyme_A_dehydrogenase,_mitochondrial",,HADH,Q16836
BE0000378,Glutamate_decarboxylase_1,C0917574,GAD1,Q99259
BE0000379,Calcium_signal-modulating_cyclophilin_ligand,C1448833,CAMLG,P49069
BE0000380,Vitamin_K-dependent_protein_C,C1949480,PROC,P04070
BE0000381,Gamma-aminobutyric_acid_receptor_subunit_alpha-2,,GABRA2,P47869
BE0000382,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial",C3887697,DHODH,Q02127
BE0000383,"Aspartate_aminotransferase,_mitochondrial",C0684153,GOT2,P00505
BE0000384,Substance-P_receptor,C0164209,TACR1,P25103
BE0000385,Interferon_alpha/beta_receptor_2,C1568206,IFNAR2,P48551
BE0000386,Monocarboxylate_transporter_6,C1420106,SLC16A5,O15375
BE0000387,Follicle-stimulating_hormone_receptor,C0034806,FSHR,P23945
BE0000388,Serine_racemase,C0768762,SRR,Q9GZT4
BE0000389,D(4)_dopamine_receptor,C1529457,DRD4,P21917
BE0000390,Synaptosomal-associated_protein_25,C0075689,SNAP25,P60880
BE0000391,Alpha-N-acetylglucosaminidase,C0001057,NAGLU,P54802
BE0000392,Kynureninase,C0064448,KYNU,Q16719
BE0000393,5-hydroxytryptamine_receptor_2B,C1415810,HTR2B,P41595
BE0000394,Neutrophil_elastase,C0064833,ELANE,P08246
BE0000395,Taste_receptor_type_1_member_2,,TAS1R2,Q8TE23
BE0000396,"Glutamate_receptor_ionotropic,_NMDA_2D",,GRIN2D,O15399
BE0000397,"Isovaleryl-CoA_dehydrogenase,_mitochondrial",,IVD,P26440
BE0000398,Envelope_glycoprotein,C1422036,gp41,Q53I07
BE0000399,Ferritin_heavy_chain,C0162905,FTH1,P02794
BE0000400,Alcohol_dehydrogenase_1B,,ADH1B,P00325
BE0000401,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_7,,NDUFA7,O95182
BE0000402,Cholecystokinin_receptor_type_A,,CCKAR,P32238
BE0000403,Vitamin_K-dependent_gamma-carboxylase,C1415050,GGCX,P38435
BE0000404,Ornithine_decarboxylase,C0029282,ODC1,P11926
BE0000405,Muscarinic_acetylcholine_receptor_M4,C1334833,CHRM4,P08173
BE0000406,"Carnitine_O-palmitoyltransferase_1,_liver_isoform",,CPT1A,P50416
BE0000407,S-adenosylmethionine_synthase_isoform_type-1,,MAT1A,Q00266
BE0000408,Peroxisomal_multifunctional_enzyme_type_2,C0536221,HSD17B4,P51659
BE0000409,"5-aminolevulinate_synthase,_nonspecific,_mitochondrial",C3815531,ALAS1,P13196
BE0000410,"Creatine_kinase_S-type,_mitochondrial",,CKMT2,P17540
BE0000411,Neuronal_acetylcholine_receptor_subunit_alpha-10,,CHRNA10,Q9GZZ6
BE0000412,Retinoic_acid_receptor_RXR-alpha,C3887580,RXRA,P19793
BE0000414,Glycine_receptor_subunit_alpha-3,,GLRA3,O75311
BE0000415,Intermediate_conductance_calcium-activated_potassium_channel_protein_4,,KCNN4,O15554
BE0000416,Interleukin-11_receptor_subunit_alpha,C1334200,IL11RA,Q14626
BE0000417,"Glutamate_receptor_ionotropic,_NMDA_2B",C1738978,GRIN2B,Q13224
BE0000418,Calmodulin,C0006772,CALM1,P0DP23
BE0000419,Solute_carrier_family_12_member_3,C1420092,SLC12A3,P55017
BE0000420,Delta-type_opioid_receptor,,OPRD1,P41143
BE0000421,Cytochrome_P450_4A11,C0243568,CYP4A11,Q02928
BE0000422,Annexin_A1,C0103403,ANXA1,P04083
BE0000423,Sodium-_and_chloride-dependent_neutral_and_basic_amino_acid_transporter_B(0+),,SLC6A14,Q9UN76
BE0000424,"Ornithine_aminotransferase,_mitochondrial",,OAT,P04181
BE0000425,L-lactate_dehydrogenase_A_chain,C3814816,LDHA,P00338
BE0000426,Acetylcholinesterase,C0001044,ACHE,P22303
BE0000427,"NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_2,_mitochondrial",,NDUFB2,O95178
BE0000428,RAC-alpha_serine/threonine-protein_kinase,,AKT1,P31749
BE0000429,DNA_topoisomerase_4_subunit_A,,parC,P43702
BE0000430,Voltage-dependent_L-type_calcium_channel_subunit_alpha-1C,,CACNA1C,Q13936
BE0000431,Calcitonin_receptor,C0054455,CALCR,P30988
BE0000433,Glycine_receptor_subunit_alpha-1,,GLRA1,P23415
BE0000434,Serine/threonine-protein_kinase_A-Raf,C3853563,ARAF,P10398
BE0000435,Abelson_tyrosine-protein_kinase_2,C3853712,ABL2,P42684
BE0000436,"cGMP-inhibited_3',5'-cyclic_phosphodiesterase_A",,PDE3A,Q14432
BE0000437,Cyclin-dependent_kinase_15,C2239810,CDK15,Q96Q40
BE0000438,Aldo-keto_reductase_family_1_member_C4,C1412327,AKR1C4,P17516
BE0000439,Integrin_alpha-IIb,C0061671,ITGA2B,P08514
BE0000440,Monocarboxylate_transporter_2,C1420108,SLC16A7,O60669
BE0000441,Serine_palmitoyltransferase_1,C1531049,SPTLC1,O15269
BE0000442,Histamine_H1_receptor,C0034814,HRH1,P35367
BE0000443,"25-hydroxyvitamin_D-1_alpha_hydroxylase,_mitochondrial",,CYP27B1,O15528
BE0000444,Caspase-1,C0534519,CASP1,P29466
BE0000445,"Methylcrotonoyl-CoA_carboxylase_subunit_alpha,_mitochondrial",,MCCC1,Q96RQ3
BE0000446,Aldehyde_dehydrogenase_family_3_member_B1,,ALDH3B1,P43353
BE0000447,Solute_carrier_family_13_member_2,C1420097,SLC13A2,Q13183
BE0000448,Arginine_decarboxylase,C0052331,AZIN2,Q96A70
BE0000449,Monocarboxylate_transporter_4,C0539599,SLC16A3,O15427
BE0000450,Leucine_carboxyl_methyltransferase_1,C1424996,LCMT1,Q9UIC8
BE0000451,5-hydroxytryptamine_receptor_2A,C1415809,HTR2A,P28223
BE0000452,Somatostatin_receptor_type_1,C0529155,SSTR1,P30872
BE0000453,Mast/stem_cell_growth_factor_receptor_Kit,C3853650,KIT,P10721
BE0000454,"Glutamate_receptor_ionotropic,_NMDA_2C",,GRIN2C,Q14957
BE0000455,4-hydroxyphenylpyruvate_dioxygenase,C0000507,HPD,P32754
BE0000456,"Cob(I)yrinic_acid_a,c-diamide_adenosyltransferase,_mitochondrial",,MMAB,Q96EY8
BE0000457,Ectonucleotide_pyrophosphatase/phosphodiesterase_family_member_1,,ENPP1,P22413
BE0000458,Thymidine_kinase,C0040078,TK,Q9QNF7
BE0000459,Serine/threonine-protein_kinase_receptor_R3,C1504731,ACVRL1,P37023
BE0000460,5-hydroxytryptamine_receptor_1F,C1415808,HTR1F,P30939
BE0000461,DNA-directed_RNA_polymerase_subunit_alpha,,rpoA,P0A7Z4
BE0000462,Potassium_voltage-gated_channel_subfamily_H_member_6,C1425833,KCNH6,Q9H252
BE0000464,Neurotensin_receptor_type_2,,NTSR2,O95665
BE0000465,Alcohol_dehydrogenase_1C,C1312457,ADH1C,P00326
BE0000466,Catalase-peroxidase,,katG,P9WIE5
BE0000467,Interferon_gamma_receptor_2,C0252549,IFNGR2,P38484
BE0000468,UDP-N-acetylglucosamine_1-carboxyvinyltransferase,C0163378,murA,P0A749
BE0000469,ATP-binding_cassette_sub-family_C_member_9,,ABCC9,O60706
BE0000471,Gamma-aminobutyric_acid_receptor_subunit_alpha-5,,GABRA5,P31644
BE0000472,Putative_gonadotropin-releasing_hormone_II_receptor,,GNRHR2,Q96P88
BE0000473,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_5,,NDUFA5,Q16718
BE0000474,Thioredoxin_reductase,C0039941,trxB,P66010
BE0000475,Prostacyclin_receptor,C0072257,PTGIR,P43119
BE0000476,5-hydroxytryptamine_receptor_1E,C1415807,HTR1E,P28566
BE0000477,Ceramide_glucosyltransferase,C0163410,UGCG,Q16739
BE0000478,Gamma-aminobutyric_acid_receptor_subunit_alpha-4,,GABRA4,P48169
BE0000479,"Aldehyde_dehydrogenase_X,_mitochondrial",C3273285,ALDH1B1,P30837
BE0000480,Neutral_amino_acid_transporter_A,C3641923,SLC1A4,P43007
BE0000481,Aminoacylase-1,,ACY1,Q03154
BE0000482,Threonine_synthase-like_1,C1539960,THNSL1,Q8IYQ7
BE0000483,Voltage-dependent_T-type_calcium_channel_subunit_alpha-1G,C3813552,CACNA1G,O43497
BE0000484,"ATP_synthase_subunit_delta,_mitochondrial",,ATP5D,P30049
BE0000485,"NADH_dehydrogenase_[ubiquinone]_flavoprotein_1,_mitochondrial",C1417652,NDUFV1,P49821
BE0000486,Sodium-dependent_noradrenaline_transporter,C0132800,SLC6A2,P23975
BE0000487,"cAMP-specific_3',5'-cyclic_phosphodiesterase_4B",C1418421,PDE4B,Q07343
BE0000488,Penicillin-binding_protein_1B,C0950545,mrcB,P02919
BE0000489,Potassium_voltage-gated_channel_subfamily_E_member_1,,KCNE1,P15382
BE0000490,Thyrotropin_receptor,C0034844,TSHR,P16473
BE0000491,"Isoleucine--tRNA_ligase,_cytoplasmic",,IARS,P41252
BE0000492,"Propionyl-CoA_carboxylase_alpha_chain,_mitochondrial",,PCCA,P05165
BE0000493,"NADH-ubiquinone_oxidoreductase_75_kDa_subunit,_mitochondrial",C1417644,NDUFS1,P28331
BE0000494,Choline-phosphate_cytidylyltransferase_B,,PCYT1B,Q9Y5K3
BE0000495,Amiloride-sensitive_sodium_channel_subunit_delta,,SCNN1D,P51172
BE0000496,Carnitine_O-acetyltransferase,C0007259,CRAT,P43155
BE0000497,Amiloride-sensitive_sodium_channel_subunit_gamma,,SCNN1G,P51170
BE0000498,DNA_polymerase_I,C0012888,polA,P00582
BE0000499,Low-density_lipoprotein_receptor,C3493221,LDLR,P01130
BE0000500,"NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_4,_mitochondrial",,NDUFS4,O43181
BE0000501,Alpha-1A_adrenergic_receptor,C0389726,ADRA1A,P35348
BE0000502,Solute_carrier_family_12_member_1,C1420090,SLC12A1,Q13621
BE0000503,NADH-ubiquinone_oxidoreductase_chain_1,C1537989,MT-ND1,P03886
BE0000507,Thyroid_peroxidase,C0021965,TPO,P07202
BE0000509,Extracellular_calcium-sensing_receptor,,CASR,P41180
BE0000510,Serotransferrin,C0040679,TF,P02787
BE0000511,Receptor_tyrosine-protein_kinase_erbB-2,C1702024,ERBB2,P04626
BE0000512,NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_7,,NDUFB7,P17568
BE0000513,Retinal_dehydrogenase_2,C2745793,ALDH1A2,O94788
BE0000514,Thymidine_kinase,C0040078,TK,P06478
BE0000515,Melatonin_receptor_type_1A,,MTNR1A,P48039
BE0000516,Integrin_alpha-L,C4082263,ITGAL,P20701
BE0000517,"Branched-chain-amino-acid_aminotransferase,_cytosolic",C4522182,BCAT1,P54687
BE0000518,"2-amino-3-ketobutyrate_coenzyme_A_ligase,_mitochondrial",,GCAT,O75600
BE0000519,Choline_O-acetyltransferase,C0008407,CHAT,P28329
BE0000520,Argininosuccinate_lyase,C0003775,ASL,P04424
BE0000521,Endothelin-1_receptor,C0217843,EDNRA,P25101
BE0000522,Alcohol_dehydrogenase_class_4_mu/sigma_chain,,ADH7,P40394
BE0000523,Gamma-aminobutyric_acid_receptor_subunit_alpha-3,C4285611,GABRA3,P34903
BE0000525,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_13,,NDUFA13,Q9P0J0
BE0000526,Nicotinate-nucleotide_pyrophosphorylase_[carboxylating],C1531278,QPRT,Q15274
BE0000527,Glucagon_receptor,C0061352,GCGR,P47871
BE0000528,Aspartyl/asparaginyl_beta-hydroxylase,C0378279,ASPH,Q12797
BE0000529,"Aspartate_aminotransferase,_cytoplasmic",C0949643,GOT1,P17174
BE0000530,Serum_albumin,C0036773,ALB,P02768
BE0000531,Chromodomain-helicase-DNA-binding_protein_1,C1448753,CHD1,O14646
BE0000533,5-hydroxytryptamine_receptor_2C,C1415811,HTR2C,P28335
BE0000534,"Glutamate_receptor_ionotropic,_NMDA_3B",,GRIN3B,O60391
BE0000535,Carbonic_anhydrase_4,C0950150,CA4,P22748
BE0000536,Proton-coupled_amino_acid_transporter_1,C1259895,SLC36A1,Q7Z2H8
BE0000537,Thyroxine-binding_globulin,C0087090,SERPINA7,P05543
BE0000538,Fibrinogen_alpha_chain,C1325790,FGA,P02671
BE0000539,3-oxo-5-alpha-steroid_4-dehydrogenase_1,C1420395,SRD5A1,P18405
BE0000540,Dihydropteridine_reductase,C0012312,QDPR,P09417
BE0000541,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_11,,NDUFA11,Q86Y39
BE0000542,Glyceraldehyde-3-phosphate_dehydrogenase,C1414968,GAPDH,P04406
BE0000544,"Propionyl-CoA_carboxylase_beta_chain,_mitochondrial",,PCCB,P05166
BE0000545,"Acyl_carrier_protein,_mitochondrial",C1417631,NDUFAB1,O14561
BE0000546,DNA_polymerase_alpha_catalytic_subunit,,POLA1,P09884
BE0000547,Vitamin_K-dependent_protein_Z,,PROZ,P22891
BE0000548,Fumarate_reductase_flavoprotein_subunit,,frdA,P00363
BE0000550,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_2,,NDUFA2,O43678
BE0000551,NADH-ubiquinone_oxidoreductase_chain_4,C1537992,MT-ND4,P03905
BE0000552,15-hydroxyprostaglandin_dehydrogenase_[NAD(+)],,HPGD,P15428
BE0000553,Calcium-activated_potassium_channel_subunit_alpha-1,C3537389,KCNMA1,Q12791
BE0000554,Retinal_dehydrogenase_1,C1412333,ALDH1A1,P00352
BE0000555,Protein_P,,P,Q05486
BE0000556,Atrial_natriuretic_peptide_receptor_1,C1529723,NPR1,P16066
BE0000557,Progesterone_receptor,C0034833,PGR,P06401
BE0000558,3-oxoacyl-[acyl-carrier-protein]_synthase_3,,fabH,P0A6R0
BE0000559,"Isocitrate_dehydrogenase_[NAD]_subunit_beta,_mitochondrial",,IDH3B,O43837
BE0000560,Muscarinic_acetylcholine_receptor_M2,,CHRM2,P08172
BE0000561,Phenylalanine--tRNA_ligase_beta_subunit,,FARSB,Q9NSD9
BE0000562,Low_affinity_cationic_amino_acid_transporter_2,C1609650,SLC7A2,P52569
BE0000563,Bifunctional_dihydrofolate_reductase-thymidylate_synthase,,,P13922
BE0000564,Iron_hydrogenase_1,,,P29166
BE0000565,Interleukin-1_receptor_type_1,C1700970,IL1R1,P14778
BE0000566,Spermine_oxidase,C0071511,SMOX,Q9NWM0
BE0000567,Guanidinoacetate_N-methyltransferase,C0061949,GAMT,Q14353
BE0000568,Glutamate_carboxypeptidase_2,C1310550,FOLH1,Q04609
BE0000569,Cysteine_dioxygenase_type_1,C1413295,CDO1,Q16878
BE0000570,11-cis_retinol_dehydrogenase,C0073111,RDH5,Q92781
BE0000571,"Pyruvate_dehydrogenase_E1_component_subunit_alpha,_somatic_form,_mitochondrial",C1418437,PDHA1,P08559
BE0000572,Alpha-2B_adrenergic_receptor,C0540641,ADRA2B,P18089
BE0000573,"Short/branched_chain_specific_acyl-CoA_dehydrogenase,_mitochondrial",,ACADSB,P45954
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme_A_reductase,C2975999,HMGCR,P04035
BE0000575,Alpha-1B_adrenergic_receptor,C0291339,ADRA1B,P35368
BE0000576,Penicillin-binding_protein_1A,C0135891,pbpA,Q8XJ01
BE0000577,Squalene_monooxygenase,C0075086,SQLE,Q14534
BE0000578,Estradiol_17-beta-dehydrogenase_8,,HSD17B8,Q92506
BE0000579,Mitochondrial_carnitine/acylcarnitine_carrier_protein,,SLC25A20,O43772
BE0000580,NADH-ubiquinone_oxidoreductase_chain_5,C1537994,MT-ND5,P03915
BE0000581,D(3)_dopamine_receptor,,DRD3,P35462
BE0000582,Taste_receptor_type_1_member_3,,TAS1R3,Q7RTX0
BE0000583,Aldehyde_dehydrogenase_family_1_member_A3,,ALDH1A3,P47895
BE0000584,Neuraminidase,C0027803,NA,P11485
BE0000585,3-oxo-5-alpha-steroid_4-dehydrogenase_2,C0039602,SRD5A2,P31213
BE0000586,Peroxisomal_bifunctional_enzyme,C3658274,EHHADH,Q08426
BE0000587,Heme_oxygenase_2,C1415620,HMOX2,P30519
BE0000588,Penicillin-binding_protein_1A,C0135891,mrcA,P02918
BE0000589,"Malate_dehydrogenase,_cytoplasmic",C1417087,MDH1,P40925
BE0000590,Integrin_alpha-4,C0252194,ITGA4,P13612
BE0000591,Probable_arabinosyltransferase_C,,embC,P9WNL5
BE0000592,Aldo-keto_reductase_family_1_member_C3,C1412326,AKR1C3,P42330
BE0000593,Retinol_dehydrogenase_13,C1426578,RDH13,Q8NBN7
BE0000594,Envelope_glycoprotein_GP350,,,P03200
BE0000595,Flavin_reductase_(NADPH),,BLVRB,P30043
BE0000596,NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_9,,NDUFB9,Q9Y6M9
BE0000597,Para-aminobenzoate_synthase_component_1,,pabB,P05041
BE0000598,T-cell_surface_glycoprotein_CD1a,C3887507,CD1A,P06126
BE0000599,ADP/ATP_translocase_1,C1335833,SLC25A4,P12235
BE0000600,Fatty_aldehyde_dehydrogenase,C0311619,ALDH3A2,P51648
BE0000601,Solute_carrier_family_12_member_4,C1420093,SLC12A4,Q9UP95
BE0000602,Glutamate_decarboxylase_2,C0910436,GAD2,Q05329
BE0000603,Phosphoserine_aminotransferase,C0070942,PSAT1,Q9Y617
BE0000604,NADP-dependent_malic_enzyme,C1417092,ME1,P48163
BE0000605,"Isobutyryl-CoA_dehydrogenase,_mitochondrial",,ACAD8,Q9UKU7
BE0000606,Glutamate--cysteine_ligase_regulatory_subunit,C1522380,GCLM,P48507
BE0000607,"Asparagine--tRNA_ligase,_cytoplasmic",,NARS,O43776
BE0000608,"N(G),N(G)-dimethylarginine_dimethylaminohydrolase_2",,DDAH2,O95865
BE0000609,"Pyruvate_dehydrogenase_E1_component_subunit_alpha,_testis-specific_form,_mitochondrial",,PDHA2,P29803
BE0000610,Prostaglandin_F2-alpha_receptor,,PTGFR,P43088
BE0000611,Solute_carrier_family_13_member_3,C1422640,SLC13A3,Q8WWT9
BE0000612,"Dihydroorotate_dehydrogenase_(quinone),_mitochondrial",C3887697,,Q08210
BE0000613,Leucine_carboxyl_methyltransferase_2,C1424997,LCMT2,O60294
BE0000614,Tyrosine_3-monooxygenase,C0041491,TH,P07101
BE0000615,Choline-phosphate_cytidylyltransferase_A,C3538970,PCYT1A,P49585
BE0000616,Ig_kappa_chain_V-III_region_GOL,,,P01619
BE0000617,"C-1-tetrahydrofolate_synthase,_cytoplasmic",C3539843,MTHFD1,P11586
BE0000618,"Glycine_dehydrogenase_[decarboxylating],_mitochondrial",,GLDC,P23378
BE0000619,Potassium-transporting_ATPase_subunit_beta,,ATP4B,P51164
BE0000620,Uncharacterized_oxidoreductase_CzcO-like,,,Q5L2G3
BE0000621,Oxygen-insensitive_NADPH_nitroreductase,,nfsA,P17117
BE0000622,Aldo-keto_reductase_family_1_member_C2,C1412325,AKR1C2,P52895
BE0000623,Tyrosine-protein_phosphatase_non-receptor_type_1,C1335056,PTPN1,P18031
BE0000624,ADP/ATP_translocase_3,C1335835,SLC25A6,P12236
BE0000625,Growth_hormone-releasing_hormone_receptor,C0074886,GHRHR,Q02643
BE0000626,Acetyl-CoA_carboxylase_1,C1412104,ACACA,Q13085
BE0000627,"cAMP-specific_3',5'-cyclic_phosphodiesterase_7B",,PDE7B,Q9NP56
BE0000628,Granulocyte-macrophage_colony-stimulating_factor_receptor_subunit_alpha,C1522544,CSF2RA,P15509
BE0000629,Hemoglobin_subunit_beta,C0544483,HBB,P68871
BE0000630,Matrix_protein_2,,M,P21430
BE0000631,"cAMP_and_cAMP-inhibited_cGMP_3',5'-cyclic_phosphodiesterase_10A",C1418412,PDE10A,Q9Y233
BE0000632,Kappa-type_opioid_receptor,,OPRK1,P41145
BE0000633,DNA_polymerase_catalytic_subunit,,,P09252
BE0000634,Serine/threonine-protein_kinase_B-raf,C1259929,BRAF,P15056
BE0000635,Hydroxycarboxylic_acid_receptor_2,C1539603,HCAR2,Q8TDS4
BE0000637,UMP-CMP_kinase,C0056909,CMPK1,P30085
BE0000639,Long-chain-fatty-acid--CoA_ligase_1,C3710848,ACSL1,P33121
BE0000640,Glutamate_receptor_1,C1415287,GRIA1,P42261
BE0000641,"Glutamate_receptor_ionotropic,_NMDA_3A",,GRIN3A,Q8TCU5
BE0000642,72_kDa_type_IV_collagenase,C0172537,MMP2,P08253
BE0000644,ATP-sensitive_inward_rectifier_potassium_channel_1,,KCNJ1,P48048
BE0000645,UDP-glucose_6-dehydrogenase,C1442771,UGDH,O60701
BE0000646,Tubulin_alpha_chain,,TUB1,P87066
BE0000647,Sodium-dependent_dopamine_transporter,C1439340,SLC6A3,Q01959
BE0000648,"Glutathione_reductase,_mitochondrial",,GSR,P00390
BE0000650,5-hydroxytryptamine_receptor_7,C1415816,HTR7,P34969
BE0000651,Interleukin-2_receptor_subunit_beta,C1259013,IL2RB,P14784
BE0000652,Folate_receptor_gamma,C1414666,FOLR3,P41439
BE0000653,Retinoic_acid_receptor_responder_protein_1,,RARRES1,P49788
BE0000654,Erythropoietin_receptor,C0059570,EPOR,P19235
BE0000655,NADH-ubiquinone_oxidoreductase_chain_2,C1537990,MT-ND2,P03891
BE0000656,"Troponin_I,_cardiac_muscle",C1305957,TNNI3,P19429
BE0000657,Cytosolic_phospholipase_A2,C1333201,PLA2G4A,P47712
BE0000658,Interleukin-2_receptor_subunit_alpha,C1700887,IL2RA,P01589
BE0000659,5-hydroxytryptamine_receptor_1D,C1415805,HTR1D,P28221
BE0000660,Serine_palmitoyltransferase_2,C1531048,SPTLC2,O15270
BE0000661,Interferon_alpha/beta_receptor_1,C1568204,IFNAR1,P17181
BE0000662,GDP-L-fucose_synthase,C1421211,TSTA3,Q13630
BE0000663,Retinoic_acid_receptor_alpha,C0140279,RARA,P10276
BE0000664,HIV-1_protease,C0917721,HIV-1_protease,O90777
BE0000665,Activin_receptor_type-1B,C0663443,ACVR1B,P36896
BE0000666,Neuron-specific_vesicular_protein_calcyon,,CALY,Q9NYX4
BE0000667,Alanine_aminotransferase_1,C1415274,GPT,P24298
BE0000668,Mineralocorticoid_receptor,C0066563,NR3C2,P08235
BE0000669,Monocarboxylate_transporter_1,C1420102,SLC16A1,P53985
BE0000671,Argininosuccinate_synthase,C0003776,ASS1,P00966
BE0000672,Potassium_voltage-gated_channel_subfamily_KQT_member_1,C2698860,KCNQ1,P51787
BE0000673,Phosphatidylserine_decarboxylase_proenzyme,,PISD,Q9UG56
BE0000674,Myeloid_cell_surface_antigen_CD33,C3491277,CD33,P20138
BE0000675,Anti-Muellerian_hormone_type-2_receptor,C3853570,AMHR2,Q16671
BE0000676,"NADH_dehydrogenase_[ubiquinone]_1_beta_subcomplex_subunit_8,_mitochondrial",,NDUFB8,O95169
BE0000677,5'-AMP-activated_protein_kinase_catalytic_subunit_alpha-1,C1739697,PRKAA1,Q13131
BE0000678,Acid-sensing_ion_channel_2,C1412114,ASIC2,Q16515
BE0000679,Voltage-dependent_calcium_channel_gamma-1_subunit,,CACNG1,Q06432
BE0000680,Potassium_channel_subfamily_K_member_6,,KCNK6,Q9Y257
BE0000681,RNA-directed_RNA_polymerase_L,,L,P26676
BE0000683,Pancreatic_triacylglycerol_lipase,C3889165,PNLIP,P16233
BE0000684,NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_3,,NDUFA3,O95167
BE0000685,Sex_hormone-binding_globulin,C0036883,SHBG,P04278
BE0000686,Fusion_glycoprotein_F0,,F,P13843
BE0000687,Thyroid_hormone_receptor_alpha,C0293624,THRA,P10827
BE0000688,Free_fatty_acid_receptor_1,C1825292,FFAR1,O14842
BE0000689,Fibroblast_growth_factor_1,C0079349,FGF1,P05230
BE0000690,Lanosterol_14-alpha_demethylase,,ERG11,P50859
BE0000691,Voltage-dependent_calcium_channel_subunit_alpha-2/delta-1,,CACNA2D1,P54289
BE0000692,Tyrosine_aminotransferase,C0041487,TAT,P17735
BE0000693,"Indoleamine_2,3-dioxygenase_1",C1416433,IDO1,P14902
BE0000694,Beta-2_adrenergic_receptor,C0001643,ADRB2,P07550
BE0000695,Peptidyl-prolyl_cis-trans_isomerase_FKBP1A,C2934980,FKBP1A,P62942
BE0000697,Retinoic_acid-induced_protein_3,C0762318,GPRC5A,Q8NFJ5
BE0000698,"Pyruvate_carboxylase,_mitochondrial",,PC,P11498
BE0000699,Potassium_voltage-gated_channel_subfamily_H_member_7,C1425834,KCNH7,Q9NS40
BE0000700,"Folylpolyglutamate_synthase,_mitochondrial",C3539658,FPGS,Q05932
BE0000701,"Cysteine--tRNA_ligase,_cytoplasmic",,CARS,P49589
BE0000702,Acetyl-CoA_carboxylase_2,C1412105,ACACB,O00763
BE0000703,Bile_salt_export_pump,C1313221,ABCB11,O95342
BE0000704,Tumor_necrosis_factor,C0041368,TNF,P01375
BE0000705,Cysteinyl_leukotriene_receptor_1,C1424972,CYSLTR1,Q9Y271
BE0000706,"High_affinity_cAMP-specific_3',5'-cyclic_phosphodiesterase_7A",,PDE7A,Q13946
BE0000707,Retinoic_acid_receptor_RXR-gamma,C0527032,RXRG,P48443
BE0000708,ATP-sensitive_inward_rectifier_potassium_channel_11,,KCNJ11,Q14654
BE0000709,ADP/ATP_translocase_2,C1335834,SLC25A5,P05141
BE0000710,High_affinity_immunoglobulin_gamma_Fc_receptor_I,C3542421,FCGR1A,P12314
BE0000711,Interferon_gamma_receptor_1,C1334083,IFNGR1,P15260
BE0000712,Envelope_glycoprotein_GP340,,,P68344
BE0000713,Vitamin_K_epoxide_reductase_complex_subunit_1,C1428184,VKORC1,Q9BQB6
BE0000714,Creatine_kinase_M-type,,CKM,P06732
BE0000715,Alpha-1D_adrenergic_receptor,C0388151,ADRA1D,P25100
BE0000716,DNA_polymerase_alpha_subunit_B,C1538693,POLA2,Q14181
BE0000717,Urokinase_plasminogen_activator_surface_receptor,C0071216,PLAUR,Q03405
