Drug,Protein ID,Protein Name
DB00176,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00199,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00204,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00276,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00280,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00308,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00342,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00346,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00455,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00457,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00458,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00472,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00477,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00489,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00537,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00590,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00604,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00637,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00661,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00675,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00679,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00908,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01026,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01035,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01074,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01100,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01110,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01118,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01136,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01142,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01149,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01162,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01182,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01195,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01211,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01218,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB01244,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB04855,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB06144,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB06217,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB11090,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB11186,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB11386,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB11633,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB11642,Q12809,Potassium_voltage-gated_channel_subfamily_H_member_2
DB00762,Q969P6,"DNA_topoisomerase_I,_mitochondrial"
DB01030,Q969P6,"DNA_topoisomerase_I,_mitochondrial"
DB00185,P11229,Muscarinic_acetylcholine_receptor_M1
DB00193,P11229,Muscarinic_acetylcholine_receptor_M1
DB00202,P11229,Muscarinic_acetylcholine_receptor_M1
DB00209,P11229,Muscarinic_acetylcholine_receptor_M1
DB00219,P11229,Muscarinic_acetylcholine_receptor_M1
DB00245,P11229,Muscarinic_acetylcholine_receptor_M1
DB00246,P11229,Muscarinic_acetylcholine_receptor_M1
DB00280,P11229,Muscarinic_acetylcholine_receptor_M1
DB00332,P11229,Muscarinic_acetylcholine_receptor_M1
DB00334,P11229,Muscarinic_acetylcholine_receptor_M1
DB00340,P11229,Muscarinic_acetylcholine_receptor_M1
DB00342,P11229,Muscarinic_acetylcholine_receptor_M1
DB00354,P11229,Muscarinic_acetylcholine_receptor_M1
DB00363,P11229,Muscarinic_acetylcholine_receptor_M1
DB00366,P11229,Muscarinic_acetylcholine_receptor_M1
DB00376,P11229,Muscarinic_acetylcholine_receptor_M1
DB00383,P11229,Muscarinic_acetylcholine_receptor_M1
DB00387,P11229,Muscarinic_acetylcholine_receptor_M1
DB00392,P11229,Muscarinic_acetylcholine_receptor_M1
DB00408,P11229,Muscarinic_acetylcholine_receptor_M1
DB00411,P11229,Muscarinic_acetylcholine_receptor_M1
DB00420,P11229,Muscarinic_acetylcholine_receptor_M1
DB00424,P11229,Muscarinic_acetylcholine_receptor_M1
DB00434,P11229,Muscarinic_acetylcholine_receptor_M1
DB00458,P11229,Muscarinic_acetylcholine_receptor_M1
DB00462,P11229,Muscarinic_acetylcholine_receptor_M1
DB00477,P11229,Muscarinic_acetylcholine_receptor_M1
DB00483,P11229,Muscarinic_acetylcholine_receptor_M1
DB00496,P11229,Muscarinic_acetylcholine_receptor_M1
DB00508,P11229,Muscarinic_acetylcholine_receptor_M1
DB00517,P11229,Muscarinic_acetylcholine_receptor_M1
DB00540,P11229,Muscarinic_acetylcholine_receptor_M1
DB00543,P11229,Muscarinic_acetylcholine_receptor_M1
DB00572,P11229,Muscarinic_acetylcholine_receptor_M1
DB00622,P11229,Muscarinic_acetylcholine_receptor_M1
DB00670,P11229,Muscarinic_acetylcholine_receptor_M1
DB00715,P11229,Muscarinic_acetylcholine_receptor_M1
DB00725,P11229,Muscarinic_acetylcholine_receptor_M1
DB00747,P11229,Muscarinic_acetylcholine_receptor_M1
DB00771,P11229,Muscarinic_acetylcholine_receptor_M1
DB00777,P11229,Muscarinic_acetylcholine_receptor_M1
DB00782,P11229,Muscarinic_acetylcholine_receptor_M1
DB00785,P11229,Muscarinic_acetylcholine_receptor_M1
DB00804,P11229,Muscarinic_acetylcholine_receptor_M1
DB00805,P11229,Muscarinic_acetylcholine_receptor_M1
DB00809,P11229,Muscarinic_acetylcholine_receptor_M1
DB00810,P11229,Muscarinic_acetylcholine_receptor_M1
DB00835,P11229,Muscarinic_acetylcholine_receptor_M1
DB00875,P11229,Muscarinic_acetylcholine_receptor_M1
DB00907,P11229,Muscarinic_acetylcholine_receptor_M1
DB00934,P11229,Muscarinic_acetylcholine_receptor_M1
DB00940,P11229,Muscarinic_acetylcholine_receptor_M1
DB00942,P11229,Muscarinic_acetylcholine_receptor_M1
DB00979,P11229,Muscarinic_acetylcholine_receptor_M1
DB00986,P11229,Muscarinic_acetylcholine_receptor_M1
DB01019,P11229,Muscarinic_acetylcholine_receptor_M1
DB01036,P11229,Muscarinic_acetylcholine_receptor_M1
DB01062,P11229,Muscarinic_acetylcholine_receptor_M1
DB01069,P11229,Muscarinic_acetylcholine_receptor_M1
DB01085,P11229,Muscarinic_acetylcholine_receptor_M1
DB01142,P11229,Muscarinic_acetylcholine_receptor_M1
DB01148,P11229,Muscarinic_acetylcholine_receptor_M1
DB01151,P11229,Muscarinic_acetylcholine_receptor_M1
DB01175,P11229,Muscarinic_acetylcholine_receptor_M1
DB01224,P11229,Muscarinic_acetylcholine_receptor_M1
DB01231,P11229,Muscarinic_acetylcholine_receptor_M1
DB01233,P11229,Muscarinic_acetylcholine_receptor_M1
DB01238,P11229,Muscarinic_acetylcholine_receptor_M1
DB01239,P11229,Muscarinic_acetylcholine_receptor_M1
DB01403,P11229,Muscarinic_acetylcholine_receptor_M1
DB01409,P11229,Muscarinic_acetylcholine_receptor_M1
DB01591,P11229,Muscarinic_acetylcholine_receptor_M1
DB01618,P11229,Muscarinic_acetylcholine_receptor_M1
DB03128,P11229,Muscarinic_acetylcholine_receptor_M1
DB04843,P11229,Muscarinic_acetylcholine_receptor_M1
DB06153,P11229,Muscarinic_acetylcholine_receptor_M1
DB06702,P11229,Muscarinic_acetylcholine_receptor_M1
DB06787,P11229,Muscarinic_acetylcholine_receptor_M1
DB08897,P11229,Muscarinic_acetylcholine_receptor_M1
DB09076,P11229,Muscarinic_acetylcholine_receptor_M1
DB09089,P11229,Muscarinic_acetylcholine_receptor_M1
DB09167,P11229,Muscarinic_acetylcholine_receptor_M1
DB11156,P11229,Muscarinic_acetylcholine_receptor_M1
DB11181,P11229,Muscarinic_acetylcholine_receptor_M1
DB11235,P11229,Muscarinic_acetylcholine_receptor_M1
DB12278,P11229,Muscarinic_acetylcholine_receptor_M1
DB14185,P11229,Muscarinic_acetylcholine_receptor_M1
DB00157,O75380,"NADH_dehydrogenase_[ubiquinone]_iron-sulfur_protein_6,_mitochondrial"
DB00121,Q9Y289,Sodium-dependent_multivitamin_transporter
DB00166,Q9Y289,Sodium-dependent_multivitamin_transporter
DB00470,P34972,Cannabinoid_receptor_2
DB00486,P34972,Cannabinoid_receptor_2
DB06202,P34972,Cannabinoid_receptor_2
DB09061,P34972,Cannabinoid_receptor_2
DB00157,Q15800,Methylsterol_monooxygenase_1
DB00583,Q8N8R3,Mitochondrial_basic_amino_acids_transporter
DB00119,P11177,"Pyruvate_dehydrogenase_E1_component_subunit_beta,_mitochondrial"
DB00157,P11177,"Pyruvate_dehydrogenase_E1_component_subunit_beta,_mitochondrial"
DB00716,Q9NS75,Cysteinyl_leukotriene_receptor_2
DB00157,Q9BYZ2,L-lactate_dehydrogenase_A-like_6B
DB00118,P17707,S-adenosylmethionine_decarboxylase_proenzyme
DB03754,P17707,S-adenosylmethionine_decarboxylase_proenzyme
DB00114,Q9BYV1,"Alanine--glyoxylate_aminotransferase_2,_mitochondrial"
DB00119,Q9BYV1,"Alanine--glyoxylate_aminotransferase_2,_mitochondrial"
DB00145,Q9BYV1,"Alanine--glyoxylate_aminotransferase_2,_mitochondrial"
DB00160,Q9BYV1,"Alanine--glyoxylate_aminotransferase_2,_mitochondrial"
DB00303,P44469,Penicillin-binding_protein_2
DB00671,P44469,Penicillin-binding_protein_2
DB00973,P35610,Sterol_O-acyltransferase_1
DB00583,O76082,Solute_carrier_family_22_member_5
DB00141,P51606,N-acylglucosamine_2-epimerase
DB00208,Q9H244,P2Y_purinoceptor_12
DB00374,Q9H244,P2Y_purinoceptor_12
DB00758,Q9H244,P2Y_purinoceptor_12
DB01240,Q9H244,P2Y_purinoceptor_12
DB06209,Q9H244,P2Y_purinoceptor_12
DB06441,Q9H244,P2Y_purinoceptor_12
DB08816,Q9H244,P2Y_purinoceptor_12
DB00272,P25021,Histamine_H2_receptor
DB00321,P25021,Histamine_H2_receptor
DB00408,P25021,Histamine_H2_receptor
DB00501,P25021,Histamine_H2_receptor
DB00585,P25021,Histamine_H2_receptor
DB00751,P25021,Histamine_H2_receptor
DB00768,P25021,Histamine_H2_receptor
DB00797,P25021,Histamine_H2_receptor
DB00863,P25021,Histamine_H2_receptor
DB00927,P25021,Histamine_H2_receptor
DB00940,P25021,Histamine_H2_receptor
DB01069,P25021,Histamine_H2_receptor
DB01142,P25021,Histamine_H2_receptor
DB05381,P25021,Histamine_H2_receptor
DB06216,P25021,Histamine_H2_receptor
DB00987,P06746,DNA_polymerase_beta
DB01592,P06746,DNA_polymerase_beta
DB14488,P06746,DNA_polymerase_beta
DB14489,P06746,DNA_polymerase_beta
DB14490,P06746,DNA_polymerase_beta
DB14491,P06746,DNA_polymerase_beta
DB14501,P06746,DNA_polymerase_beta
DB00756,P06149,D-lactate_dehydrogenase
DB03147,P06149,D-lactate_dehydrogenase
DB00173,P07741,Adenine_phosphoribosyltransferase
DB01632,P07741,Adenine_phosphoribosyltransferase
DB04272,P07741,Adenine_phosphoribosyltransferase
DB00581,P06864,Evolved_beta-galactosidase_subunit_alpha
DB00812,Q16647,Prostacyclin_synthase
DB01240,Q16647,Prostacyclin_synthase
DB00182,Q05940,Synaptic_vesicular_amine_transporter
DB00206,Q05940,Synaptic_vesicular_amine_transporter
DB00368,Q05940,Synaptic_vesicular_amine_transporter
DB00502,Q05940,Synaptic_vesicular_amine_transporter
DB00579,Q05940,Synaptic_vesicular_amine_transporter
DB00865,Q05940,Synaptic_vesicular_amine_transporter
DB00988,Q05940,Synaptic_vesicular_amine_transporter
DB01089,Q05940,Synaptic_vesicular_amine_transporter
DB01364,Q05940,Synaptic_vesicular_amine_transporter
DB01576,Q05940,Synaptic_vesicular_amine_transporter
DB01577,Q05940,Synaptic_vesicular_amine_transporter
DB04821,Q05940,Synaptic_vesicular_amine_transporter
DB04844,Q05940,Synaptic_vesicular_amine_transporter
DB05381,Q05940,Synaptic_vesicular_amine_transporter
DB06706,Q05940,Synaptic_vesicular_amine_transporter
DB06714,Q05940,Synaptic_vesicular_amine_transporter
DB12161,Q05940,Synaptic_vesicular_amine_transporter
DB01016,O95477,ATP-binding_cassette_sub-family_A_member_1
DB01599,O95477,ATP-binding_cassette_sub-family_A_member_1
DB00891,Q49184,Dihydropteroate_synthase_type-1
DB00360,P17752,Tryptophan_5-hydroxylase_1
DB12095,P17752,Tryptophan_5-hydroxylase_1
DB00330,P9WNL7,Probable_arabinosyltransferase_B
DB00255,P03372,Estrogen_receptor
DB00286,P03372,Estrogen_receptor
DB00294,P03372,Estrogen_receptor
DB00304,P03372,Estrogen_receptor
DB00367,P03372,Estrogen_receptor
DB00396,P03372,Estrogen_receptor
DB00431,P03372,Estrogen_receptor
DB00481,P03372,Estrogen_receptor
DB00539,P03372,Estrogen_receptor
DB00603,P03372,Estrogen_receptor
DB00624,P03372,Estrogen_receptor
DB00648,P03372,Estrogen_receptor
DB00655,P03372,Estrogen_receptor
DB00675,P03372,Estrogen_receptor
DB00756,P03372,Estrogen_receptor
DB00783,P03372,Estrogen_receptor
DB00823,P03372,Estrogen_receptor
DB00841,P03372,Estrogen_receptor
DB00882,P03372,Estrogen_receptor
DB00890,P03372,Estrogen_receptor
DB00947,P03372,Estrogen_receptor
DB00957,P03372,Estrogen_receptor
DB00977,P03372,Estrogen_receptor
DB01065,P03372,Estrogen_receptor
DB01108,P03372,Estrogen_receptor
DB01183,P03372,Estrogen_receptor
DB01185,P03372,Estrogen_receptor
DB01196,P03372,Estrogen_receptor
DB01357,P03372,Estrogen_receptor
DB01406,P03372,Estrogen_receptor
DB01428,P03372,Estrogen_receptor
DB01593,P03372,Estrogen_receptor
DB01708,P03372,Estrogen_receptor
DB02709,P03372,Estrogen_receptor
DB04573,P03372,Estrogen_receptor
DB04574,P03372,Estrogen_receptor
DB04575,P03372,Estrogen_receptor
DB04824,P03372,Estrogen_receptor
DB04930,P03372,Estrogen_receptor
DB04938,P03372,Estrogen_receptor
DB06202,P03372,Estrogen_receptor
DB06249,P03372,Estrogen_receptor
DB06401,P03372,Estrogen_receptor
DB06710,P03372,Estrogen_receptor
DB09070,P03372,Estrogen_receptor
DB09086,P03372,Estrogen_receptor
DB09317,P03372,Estrogen_receptor
DB09318,P03372,Estrogen_receptor
DB09369,P03372,Estrogen_receptor
DB09371,P03372,Estrogen_receptor
DB09535,P03372,Estrogen_receptor
DB11064,P03372,Estrogen_receptor
DB11219,P03372,Estrogen_receptor
DB11619,P03372,Estrogen_receptor
DB13943,P03372,Estrogen_receptor
DB13944,P03372,Estrogen_receptor
DB13946,P03372,Estrogen_receptor
DB13952,P03372,Estrogen_receptor
DB13953,P03372,Estrogen_receptor
DB13954,P03372,Estrogen_receptor
DB13955,P03372,Estrogen_receptor
DB13956,P03372,Estrogen_receptor
DB14487,P03372,Estrogen_receptor
DB14533,P03372,Estrogen_receptor
DB01015,P08192,Bifunctional_protein_FolC
DB01025,P08700,Interleukin-3
DB01593,P08700,Interleukin-3
DB14487,P08700,Interleukin-3
DB14533,P08700,Interleukin-3
DB00157,Q04828,Aldo-keto_reductase_family_1_member_C1
DB00936,Q04828,Aldo-keto_reductase_family_1_member_C1
DB00945,Q04828,Aldo-keto_reductase_family_1_member_C1
DB00256,P0A7X3,30S_ribosomal_protein_S9
DB00560,P0A7X3,30S_ribosomal_protein_S9
DB00595,P0A7X3,30S_ribosomal_protein_S9
DB00618,P0A7X3,30S_ribosomal_protein_S9
DB01017,P0A7X3,30S_ribosomal_protein_S9
DB01301,P0A7X3,30S_ribosomal_protein_S9
DB00157,P31937,"3-hydroxyisobutyrate_dehydrogenase,_mitochondrial"
DB00231,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00431,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00690,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00801,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00829,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00842,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00897,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01215,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01558,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01559,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01588,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01589,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB01595,P24046,Gamma-aminobutyric_acid_receptor_subunit_rho-1
DB00358,P69905,Hemoglobin_subunit_alpha
DB00893,P69905,Hemoglobin_subunit_alpha
DB01592,P69905,Hemoglobin_subunit_alpha
DB01593,P69905,Hemoglobin_subunit_alpha
DB06154,P69905,Hemoglobin_subunit_alpha
DB09112,P69905,Hemoglobin_subunit_alpha
DB09130,P69905,Hemoglobin_subunit_alpha
DB09140,P69905,Hemoglobin_subunit_alpha
DB09146,P69905,Hemoglobin_subunit_alpha
DB09517,P69905,Hemoglobin_subunit_alpha
DB13995,P69905,Hemoglobin_subunit_alpha
DB14487,P69905,Hemoglobin_subunit_alpha
DB14488,P69905,Hemoglobin_subunit_alpha
DB14489,P69905,Hemoglobin_subunit_alpha
DB14490,P69905,Hemoglobin_subunit_alpha
DB14491,P69905,Hemoglobin_subunit_alpha
DB14501,P69905,Hemoglobin_subunit_alpha
DB14533,P69905,Hemoglobin_subunit_alpha
DB00157,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB00741,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB01185,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14539,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14540,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14541,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14542,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14543,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB14544,P80365,Corticosteroid_11-beta-dehydrogenase_isozyme_2
DB00255,P10275,Androgen_receptor
DB00367,P10275,Androgen_receptor
DB00396,P10275,Androgen_receptor
DB00421,P10275,Androgen_receptor
DB00499,P10275,Androgen_receptor
DB00621,P10275,Androgen_receptor
DB00623,P10275,Androgen_receptor
DB00624,P10275,Androgen_receptor
DB00648,P10275,Androgen_receptor
DB00655,P10275,Androgen_receptor
DB00665,P10275,Androgen_receptor
DB00675,P10275,Androgen_receptor
DB00687,P10275,Androgen_receptor
DB00957,P10275,Androgen_receptor
DB00984,P10275,Androgen_receptor
DB01026,P10275,Androgen_receptor
DB01063,P10275,Androgen_receptor
DB01128,P10275,Androgen_receptor
DB01185,P10275,Androgen_receptor
DB01395,P10275,Androgen_receptor
DB01406,P10275,Androgen_receptor
DB01420,P10275,Androgen_receptor
DB01428,P10275,Androgen_receptor
DB01608,P10275,Androgen_receptor
DB01708,P10275,Androgen_receptor
DB02266,P10275,Androgen_receptor
DB04839,P10275,Androgen_receptor
DB06412,P10275,Androgen_receptor
DB06710,P10275,Androgen_receptor
DB06713,P10275,Androgen_receptor
DB08604,P10275,Androgen_receptor
DB08804,P10275,Androgen_receptor
DB08867,P10275,Androgen_receptor
DB08899,P10275,Androgen_receptor
DB09086,P10275,Androgen_receptor
DB09123,P10275,Androgen_receptor
DB09371,P10275,Androgen_receptor
DB09389,P10275,Androgen_receptor
DB11064,P10275,Androgen_receptor
DB11219,P10275,Androgen_receptor
DB11619,P10275,Androgen_receptor
DB11901,P10275,Androgen_receptor
DB13155,P10275,Androgen_receptor
DB13943,P10275,Androgen_receptor
DB13944,P10275,Androgen_receptor
DB13946,P10275,Androgen_receptor
DB00157,P05091,"Aldehyde_dehydrogenase,_mitochondrial"
DB00536,P05091,"Aldehyde_dehydrogenase,_mitochondrial"
DB00822,P05091,"Aldehyde_dehydrogenase,_mitochondrial"
DB00014,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB00032,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB00044,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB00050,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB00097,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB06719,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB09126,P22888,Lutropin-choriogonadotropic_hormone_receptor
DB00157,P49419,Alpha-aminoadipic_semialdehyde_dehydrogenase
DB00123,Q8WY07,Cationic_amino_acid_transporter_3
DB00125,Q8WY07,Cationic_amino_acid_transporter_3
DB00129,Q8WY07,Cationic_amino_acid_transporter_3
DB13146,Q8WY07,Cationic_amino_acid_transporter_3
DB00157,P19404,"NADH_dehydrogenase_[ubiquinone]_flavoprotein_2,_mitochondrial"
DB00126,P09172,Dopamine_beta-hydroxylase
DB00822,P09172,Dopamine_beta-hydroxylase
DB00988,P09172,Dopamine_beta-hydroxylase
DB00761,Q9UHW9,Solute_carrier_family_12_member_6
DB00252,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB00273,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB00909,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB01121,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB01438,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB01595,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB04855,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB04930,P35498,Sodium_channel_protein_type_1_subunit_alpha
DB01147,P0A3M5,Penicillin-binding_protein_2B
DB01150,P0A3M5,Penicillin-binding_protein_2B
DB00361,P07437,Tubulin_beta_chain
DB00541,P07437,Tubulin_beta_chain
DB00570,P07437,Tubulin_beta_chain
DB01179,P07437,Tubulin_beta_chain
DB01394,P07437,Tubulin_beta_chain
DB09130,P07437,Tubulin_beta_chain
DB11641,P07437,Tubulin_beta_chain
DB00210,P13631,Retinoic_acid_receptor_gamma
DB00459,P13631,Retinoic_acid_receptor_gamma
DB00523,P13631,Retinoic_acid_receptor_gamma
DB00755,P13631,Retinoic_acid_receptor_gamma
DB00799,P13631,Retinoic_acid_receptor_gamma
DB00982,P13631,Retinoic_acid_receptor_gamma
DB00246,P21918,D(1B)_dopamine_receptor
DB00248,P21918,D(1B)_dopamine_receptor
DB00334,P21918,D(1B)_dopamine_receptor
DB00408,P21918,D(1B)_dopamine_receptor
DB00477,P21918,D(1B)_dopamine_receptor
DB00589,P21918,D(1B)_dopamine_receptor
DB00714,P21918,D(1B)_dopamine_receptor
DB00800,P21918,D(1B)_dopamine_receptor
DB00988,P21918,D(1B)_dopamine_receptor
DB01186,P21918,D(1B)_dopamine_receptor
DB01200,P21918,D(1B)_dopamine_receptor
DB01224,P21918,D(1B)_dopamine_receptor
DB01235,P21918,D(1B)_dopamine_receptor
DB01238,P21918,D(1B)_dopamine_receptor
DB01403,P21918,D(1B)_dopamine_receptor
DB01624,P21918,D(1B)_dopamine_receptor
DB05271,P21918,D(1B)_dopamine_receptor
DB14185,P21918,D(1B)_dopamine_receptor
DB00321,Q9H3N8,Histamine_H4_receptor
DB00363,Q9H3N8,Histamine_H4_receptor
DB00408,Q9H3N8,Histamine_H4_receptor
DB00477,Q9H3N8,Histamine_H4_receptor
DB00543,Q9H3N8,Histamine_H4_receptor
DB01142,Q9H3N8,Histamine_H4_receptor
DB05381,Q9H3N8,Histamine_H4_receptor
DB06148,Q9H3N8,Histamine_H4_receptor
DB00398,P36888,Receptor-type_tyrosine-protein_kinase_FLT3
DB01268,P36888,Receptor-type_tyrosine-protein_kinase_FLT3
DB06595,P36888,Receptor-type_tyrosine-protein_kinase_FLT3
